id,food_name,food_name2_no_quotation,food_group,nutrition_group,Edible conversion factor,Energy_kj,Energy_kcal ,Water,Protein,Fat,Carbohydrate available ,Fibre,Ash,Ca,Fe,Mg,P,K,Na,Zn,Se,Vit A-RAE,Vit A-RE,Retinol ,b-carotene equivalent ,Thiamin ,Riboflavin ,Niacin,Dietary Folate Eq.,Food folate ,Vit B12 ,Vit C,food_group_unicef
4035,"Tomato, green, raw","Tomato, green, raw",VEGETABLE AND VEGETABLE PROCUCTS,,0.98,95,23,93.2,1.1,0.2,3.3,1.6,0.6,8,0.4,14,23,225,13,0.2,8,3,5,0,32,0.08,0.1,0.5,9,9,0,16,Other fruits and vegetables 
4003,"Black (African) nightshade, indigenous, leaves, picked, raw","Black (African) nightshade, indigenous, leaves, picked, raw",VEGETABLE AND VEGETABLE PROCUCTS,,0.52,127,31,88.6,3.8,[0.1],1.3,4.3,1.8,100,8.6,41,68,421,10,0.65,1,2,4,0,24,0.06,0.32,1.1,404,404,0,[36],Other fruits and vegetables 
4042,"Black (African) nightshade, indigenous, leaves, picked, boiled, drained (without salt)","Black (African) nightshade, indigenous, leaves, picked, boiled, drained (without salt)",VEGETABLE AND VEGETABLE PROCUCTS,,1,121,29,89.1,3.6,0.1,1.3,4.1,1.7,91,6.2,24,58,200,7,0.46,1,2,3,0,20,0.04,0.2,0.7,192,192,0,14,Other fruits and vegetables 
4043,"Black (African) nightshade, indigenous, leaves, picked, steamed","Black (African) nightshade, indigenous, leaves, picked, steamed",VEGETABLE AND VEGETABLE PROCUCTS,,1,111,27,90.1,3.3,0.1,1.2,3.8,1.6,83,6,32,56,311,7,0.51,1,2,3,0,19,0.04,0.25,0.8,211,211,0,17,Other fruits and vegetables 
4033,"Stinging nettle, leaves, raw","Stinging nettle, leaves, raw",VEGETABLE AND VEGETABLE PROCUCTS,,0.75,248,59,80,5.4,[0.7],6.7,[2.1],4.9,668,7.2,133,122,524,36,1,2,2,3,0,,0.04,0,1,457,457,0,5,Other fruits and vegetables 
4006,"Cabbage, leaf head, red raw","Cabbage, leaf head, red raw",VEGETABLE AND VEGETABLE PROCUCTS,,0.84,110,26,91.1,1.3,[0.2],3.1,3.4,0.9,45,0.7,29,14,241,16,0.3,1,1,2,0,10,0.09,0.13,0.5,57,57,0,69,Other fruits and vegetables 
4048,"Cabbage, leaf head, red, boiled, drained (without salt)","Cabbage, leaf head, red, boiled, drained (without salt)",VEGETABLE AND VEGETABLE PROCUCTS,,1,113,27,90.9,1.3,0.2,3.2,3.5,0.9,44,0.5,18,13,123,12,0.23,1,1,2,0,9,0.06,0.09,0.3,29,29,0,28,Other fruits and vegetables 
4049,"Cabbage, leaf head, red, stewed (without salt)","Cabbage, leaf head, red, stewed (without salt)",VEGETABLE AND VEGETABLE PROCUCTS,,1,102,24,91.7,1.2,0.2,2.9,3.1,0.8,42,0.7,27,13,223,15,0.28,1,1,1,0,8,0.08,0.11,0.4,37,37,0,38,Other fruits and vegetables 
4016,"Cucumber, green, unpeeled, raw","Cucumber, green, unpeeled, raw",VEGETABLE AND VEGETABLE PROCUCTS,,0.97,47,11,96.2,0.6,0.1,1.3,1.4,0.5,20,0.7,14,20,136,22,0.18,1,0,1,0,5,0.03,0.02,0.2,7,7,0,7,Other fruits and vegetables 
4012,"Cauliflower, tops and stems, raw","Cauliflower, tops and stems, raw",VEGETABLE AND VEGETABLE PROCUCTS,,0.7,79,19,93.2,2,0.2,0.9,2.8,0.9,17,0.8,11,49,292,30,0,1,0,0,0,2,0.06,0.09,0.5,44,44,0,70,Other fruits and vegetables 
4063,"Cauliflower, tops and stems, boiled, drained (without salt)","Cauliflower, tops and stems, boiled, drained (without salt)",VEGETABLE AND VEGETABLE PROCUCTS,,1,79,19,93.2,2,0.2,0.9,2.8,0.9,16,0.6,6,44,146,23,0.19,0,0,0,0,1,0.04,0.06,0.3,22,22,0,46,Other fruits and vegetables 
4066,"Cowpea, leaves, picked, boiled, drained (without salt)","Cowpea, leaves, picked, boiled, drained (without salt)",VEGETABLE AND VEGETABLE PROCUCTS,,1,117,28,89.2,3.2,0.4,0.6,4.7,1.8,170,1.9,27,15,231,22,0.53,0,0,0,0,0,0.3,0.23,1,45,45,0,19,Other fruits and vegetables 
4067,"Cowpea, leaves, picked, steamed (without salt)","Cowpea, leaves, picked, steamed (without salt)",VEGETABLE AND VEGETABLE PROCUCTS,,1,107,26,90.2,2.9,0.4,0.6,4.3,1.7,155,1.9,37,14,358,23,0.58,0,0,0,0,0,0.34,0.29,1.1,49,49,0,24,Other fruits and vegetables 
4023,"Mushroom, fresh, raw","Mushroom, fresh, raw",VEGETABLE AND VEGETABLE PROCUCTS,,1,148,35,89.7,2.3,0.4,4.5,2.3,0.9,16,0.3,15,105,318,8,0.17,16,0,0,0,0,0.1,0.4,0.7,23,23,0,0,Other fruits and vegetables 
4077,"Mushroom, fresh, boiled, drained (without salt)","Mushroom, fresh, boiled, drained (without salt)",VEGETABLE AND VEGETABLE PROCUCTS,,1,203,48,85.9,3.2,0.5,6.1,3.1,1.2,21,0.3,12,129,218,8,0.17,20,0,0,0,0,0.09,0.36,0.6,16,16,0,0,Other fruits and vegetables 
4078,"Mushroom, fresh, stewed (without salt)","Mushroom, fresh, stewed (without salt)",VEGETABLE AND VEGETABLE PROCUCTS,,1,183,43,87.3,2.8,0.5,5.5,2.8,1.1,20,0.4,19,130,393,10,0.21,20,0,0,0,0,0.11,0.47,0.8,20,20,0,0,Other fruits and vegetables 
4024,"Mushroom, dried, raw      ","Mushroom, dried, raw      ",VEGETABLE AND VEGETABLE PROCUCTS,,1,1180,283,11.9,12.3,[2.9],32.4,39.1,1.4,24,5.5,136,702,326,5,8.7,0,0,0,0,0,0.24,0.17,3.77,163,163,0,0,Other fruits and vegetables 
4079,"Mushroom, dried, boiled, drained (without salt)","Mushroom, dried, boiled, drained (without salt)",VEGETABLE AND VEGETABLE PROCUCTS,,1,674,162,49.6,7,1.6,18.5,22.4,0.8,14,2.3,47,361,93,3,3.72,0,0,0,0,0,0.09,0.06,1.4,47,47,0,0,Other fruits and vegetables 
4095,"Stinging nettle, leaves, boiled, drained (without salt)","Stinging nettle, leaves, boiled, drained (without salt)",VEGETABLE AND VEGETABLE PROCUCTS,,1,237,56,81.1,5.1,0.7,6.4,2,4.7,604,5.2,76,105,250,26,0.49,2,0,0,0,0,0.02,0.19,0.7,218,218,0,2,Other fruits and vegetables 
4096,"Stinging nettle, leaves, steamed (without salt)","Stinging nettle, leaves, steamed (without salt)",VEGETABLE AND VEGETABLE PROCUCTS,,1,216,51,82.8,4.7,0.6,5.8,1.8,4.3,552,5,104,101,387,27,0.54,2,0,0,0,0,0.03,0.24,0.7,238,238,0,2,Other fruits and vegetables 
